name,suburb,category,description,address,lng,lat,value,vouchers
Sophie Edwards Music,Phillip,Things to do,Singing Lessons with Sophie Edwards,2113/15 Bowes Street,149.0868669,-35.3441316,20,1
Soul Cartel,Watson,Food and drinks,Soul Cartel makes Canberra's best burgers. Don't believe us? Come find out for yourself!,49 Phillip Avenue,149.150289,-35.240391,4360,98
Soul Origin Canberra Centre and Belconnen,Canberra,Food and drinks,"Soul Origin offers a wide range of delicious, wholesome breakfast, lunch and scrumptious salad options with exceptional quality of coffee including ice drinks. Everything is made fresh daily in-store.","Shop EG16 canberra centre, 148 Bunda St",149.1332559,-35.2802271,520,43
"Soul Origin Woden, Canberra Outlet and Tuggeranong",Phillip,Food and drinks,"Soul Origin offers a wide range of delicious, wholesome breakfast, lunch and scrumptious salad options including exclusive quality of coffee and iced drinks. Everything is made fresh daily in-store.",13 Keltie St,149.0858947,-35.3460898,590,45
SOULution Yoga,Braddon,Personal care,"With options available for all levels, ages & physical abilities, our passion lies in providing movement for every body. We offer the highest number of classes including a diverse range of Yoga, Pilates, Barre, & meditation classes as well as private tuition at two convenient locations in Canberra.",71/30 Lonsdale Street,149.1332839,-35.2719323,5890,125
Soundbox Karaoke & Bar,Dickson,Things to do,Soundbox provides Canberra with the best karaoke to have great fun and sing your heart out! We have a wide range from the old songs to the latest. We are equipped with 8 themed private karaoke rooms for hire where you get table service to party for corporate functions.,"Unit 13, 4-14 Woolley Street",149.1369418,-35.2504733,1410,46
Soxstar,Gungahlin,Retail,"Sales of socks, scarf, hat",Site H The Marketplace 30 Hibberson st,149.1337286,-35.1854625,200,9
Spar Express N gunnawal,Ngunnawal,Retail,Spar Express Ngunnawal located in the Ngunnawal Local Centre,Shop 1 Ngunnawal Local Centre Cnr Jabbanugga and Wanganeen Aves,149.108155,-35.173951,1290,45
sparkling nails beauty,Holt,Personal care,"We are Sparkling Nails and Beauty in Kippax Fair shopping Centre. We offer the Manicure/Pedicure, Dipping powder (SNS), Gel powder, Acrylic Liquid & Powder, Maintenance, Eyebrow & Eyelash and all wax services.","shop 9A 48 hardwick Crs, holt ACT2615",149.0199532,-35.2223388,410,19
Spaza Store,Fyshwick,Retail,"Spaza Store specialises in South African groceries and delicacies. We have everything from spices, sauces, confectionary, Biltong, Boerewors, Koeksisters and Melktert - all handmade by us , drinks, clothing and bead work - something for everyone!","Fyshwick Markets, 36 Mildurra Street",149.1547409,-35.3241608,510,14
Spilt Milk Bar,Dickson,Food and drinks,Spilt Milk Bar is Aussie gelato made from scratch...no artificial pastes....churned daily...Order from our App...pickup In store or delivered straight to your door.....Download our App for all the details....Unit 70/2 Cape St Dickson.....or contact us on 6156 17 17,70/2 Cape street,149.1360254,-35.2513886,830,54
SportsTec Clinic,Kingston,Personal care,"SportsTec Clinic is a multi disciplinary practice with physiotherapy, exercise physiology, dieticians and massage therapists. We provided care for people with injuries such as knee and back pain as well as those with chronic conditions such as arthritis, diabetes or heart disease.",81/71 Giles st,149.1456506,-35.3129704,880,22
Spring garden chinese restaurant,Kambah,Food and drinks,Spring Garden Chinese Restaurant has been providing Kambah diners with affordable and delicious Chinese food for the past 10 years.,Unit 1 Primmer court,149.0578263,-35.3806694,290,9
Stand By Me,Lyons,Food and drinks,"We serve French Toast, Egyptian breakfast Ful Medames, Japanese Savoury pancake Okonomiyaki, splash Avocado, Bacon & Egg Roll, Katsu Burger, eggs your way(Fried, poache, scramble). We also serve coffees, Tea, milkshakes, softdrinks, juices, smoothies and many more....",1/9 Lyons Place,149.076555,-35.3391844,200,11
Star Buffet,Kambah,Food and drinks,"Star Buffet is the largest contemporary buffet restaurant. Our menu is designed to meet the taste and budget of our customers. We offer a diverse range of international cuisine, seafood and mouth-watering desserts, featuring over 80 delicious dishes daily and are regularly rotate.",8 Kett Street,149.0588908,-35.3815139,4820,161
Stella's by the lake,Belconnen,Food and drinks,"Stella's by the lake is a relaxed café right across from Lake Ginninderra, serving hearty and health conscious meals with great coffee. We love dogs and have a pup menu for your 4 legged best friends. Open 7 days a week. Come and check us out!",63/1 Beissel Street,149.0655091,-35.2359575,240,16
Story Room Canberra,Gungahlin,Retail,"We mainly sell linen fashion from Italy and Korea.
",shop 5 / 48 Gungahlin Place,149.1350983,-35.1828591,3950,105
Straight Line Sports,Fyshwick,Retail,"Straight Line Sports is Canberra's 1-stop-shop for all your Skiing, Snowboarding, Scuba Diving, Spear Fishing, Wakeboarding, Water Skiing, Surfing & freestyle Scooter needs!",22 Pirie St.,149.1707886,-35.3257755,3400,76
Stripey Sundae,Nicholls,Food and drinks,"Stripey Sundae is a family own and run ice creamery located at in Ginninderra Village, Gold Creek.
We hand make all our ice creams on site (cones too!), make coffee, have a large range of vegan /dairy free choices, and boardgames to play.","11 O'Hanlon Place, Ginninderra Village",149.0855216,-35.192223,60,4
Subway Belconnen Westfield,Belconnen,Food and drinks,"Did you know our fresh vegetables are sliced daily in-restaurant? With locally-sourced vegetables, premium-quality meats and bread baked daily, we stand for fresh.","Shop 192, Westfield Belconnen, Benjamin Way",149.0650422,-35.2380765,870,42
Subway Canberra House,Canberra,Food and drinks,We are a localy owned Subway store which located at ground floor of Canberra House buliding,"Canberra House Arcade, SUBWAY G5, 40 Marcus Clarke St",149.1268861,-35.2786791,1730,61
Subway Mawson/ Conder,Mawson,Food and drinks,Subway Sandwich Shop,Shop 2/37 Heard Street,149.0951263,-35.3657483,160,16
Subway Weston,Weston,Food and drinks,Fast Food outlet offering Delicious Subs.,"Unit 18, 41 Liardet Street",149.0521207,-35.3397876,870,32
Sunday in Canberra,Gungahlin,Food and drinks,Sunday in Canberra is a cosy casual brunch venue where you can spend a lovely morning with a friend over our locally roasted Black Mountain coffee and a selection of sumptuous breakfast and lunch selections.,103/54. Ernest Cavanagh Street,149.135589,-35.1847014,360,20
Super Bao,Dickson,Food and drinks,"Super Bao restaurant is your destination for best, unique and delicious handmade baos in town.
With our latest food adventures, comes a wider and more diverse modern Asian menu inspired by traditional Chinese food and signatures flavors around Asia.",6 Cape Street,149.1370319,-35.2515734,2400,81
Super Emoji Belconnen,Belconnen,Food and drinks,"As the rising star among the most popular bubble tea brands in Canberra, Super Emoji is the expert who makes the most creative drinks and bakery.
Thanks to the extremely strict standards of ingredients selection, Super Emoji only uses the best tea, freshest fruits and dairy, as well as the most in",Kiosk 223 Westfield Belconnen,149.0650422,-35.2380765,1920,99
Super Emoji Citywalk,Canberra,Food and drinks,"Super Emoji is a Canberra local bubble tea brand. Citywalk shop presents multi-choice of bubble tea and dessert. There are 30 indoor seats and 10 outdoor seats, which suitable for dating, parties, and an enjoyable drink after lunch and dinner.","Ground Floor, 1 Garema Place, City ACT",149.1314772,-35.2784685,7800,302
Super Emoji Gungahlin,Gungahlin,Food and drinks,,"U428/1 Anthony Rolfe Ave, Gungahlin ACT 2912",149.1294005,-35.18183797,5040,194
Superfine Cafe,Canberra,Food and drinks,"Superfine Café is a family run Café in the heart of the City with friendly staff and a fantastic atmosphere! We offer the best Toby Estate Coffee in town. We have a selection of delicious toasties, breakfast cups, homemade treats and we offer daily specials. We make all of our food fresh daily.",Corner Mort and Bunda St Canberra City,149.1304167,-35.277484,980,32
supersweet pastry,Isaacs,Food and drinks,Supersweet Pastry is a Creative Pastry and Desserts shop. We offer Mille crepe cake and pastry everyday.,shop3 6 Farr Pl,149.1117668,-35.3678715,410,15
Supreme Massage,Greenway,Personal care,"Remedial Massage,Cupping,Foot Reflexology",210 Anketell Street,149.0668468,-35.4163317,880,24
Sushi Go,Kingston,Food and drinks,Sushi train restaurant,shop1 1-11 Kennedy St,149.1405234,-35.3162384,880,34
Sushi Musa Belconnen,Belconnen,Food and drinks,"Sushi Musa is modern, contemporary Japanese restaurants. We strive for the best Japanese experience for customers by providing exceptional customer service, only using the fresh fish of the season, and an extensive a-la-carte menu designed by designed by our head chef.",18 Benjamin Way,149.065187,-35.2378367,3270,123
Sushi Sushi Belconnen2,Belconnen,Food and drinks,Sushi Sushi is passionate about serving deliciously fresh and healthy sushi. Find us at over 100 stores across Australia!,"Shop 214, Westfield Belconnen, 20 Benjamin Way",149.0650422,-35.2380765,650,44
SushiSushi Belconnen,Belconnen,Food and drinks,"Welcome to Sushi Sushi! We’re proud to have been welcoming customers to our stores since 1998, sharing fresh and great-tasting hand rolls, sashimi and deluxe items with Aussies and Kiwis!

Pop into your local store today and find out why everyone loves Sushi Sushi!","20 Benjamin Way, Westfield Belconnen",149.0650422,-35.2380765,1010,69
SushiSushi Canberra Central 2,Canberra,Food and drinks,"Sushi Sushi is passionate about serving deliciously fresh and healthy sushi. Find us at over 100 stores across Australia!

Our Canberra Central 2 Store located near Apple Store.","Kiosk 09, 2 Bunda St",149.1309146,-35.2775189,270,22
SWAGAT GROCERS AND CONVENIENCE STORE,Greenway,Food and drinks,"Swagat Grocers & Indian Kitchen is the purveyor of exotic and high quality Indian Foods, spices and condiments. We are complimented by a cozy and inviting restaurant on site.","Shop 2, 310 ANKETELL STREET",149.0699459,-35.4199586,610,13
Sycamore Medi Spa,Canberra,Retail,Sycamore Medi Spa has been Canberra’s leading skin and beauty clinic since 2015. We specialize in beauty therapy and cosmetic injection. We are passionate about offering a healing and relaxing atmosphere for our lovely customers to take a break away from their busy lives.,shop7/240 city walk,149.1326556,-35.2811779,28840,662
Sydney Rams Pty Ltd,Gungahlin,Retail,"Sydney Rams is a trusted brand selling Australian Made sheepskin and wool products, specialising in handcrafted ugg boots.",33 Hibberson St,149.1331888,-35.1848509,1160,30
Tackle World Canberra,Fyshwick,Retail,Best Fishing Tackle Retail in the ACT.,130 Gladstone Street,149.1819591,-35.3246525,8590,179
TAK KEE ROAST INN,Dickson,Food and drinks,"Tak Kee Roast Inn is the first Chinese BBQ Restaurant in Canberra, specializing in fresh-made roast duck, roast pork and Wonton noodles.",10 Woolley Street,149.1368523,-35.2506696,9300,418
Tasting China,Canberra,Food and drinks,"Tasting China is a Chinese restaurant located in the heart of Canberra, specializing in Sichuan cuisine.",Bunda street,149.1332512,-35.279034,5870,168
Tasty Fish,Belconnen,Food and drinks,"Tasty Fish Market sources delicious and fresh produce directly from Sydney fish Market including fresh Salmon, Tuna, Snapper, Barramundi, Kingfish, Ling fish, Blue Swimmer crabs, cooked prawns, green prawns and Oysters (shucking on site). They also serve hot food and takeaway fish & chips.","20 Benjamin Way, Westfield Belconnen",149.0650422,-35.2380765,5310,214
Tasuke,City,Food and drinks,"Tasuke is an authentic Japanese restaurant. We have fantastic ramen and sashimi, and various kinds of small & medium plates such as agedashi tofu, grilled eel/squid...Bento boxes are also available.
Come and try!!! So yummmmmy!!!",122 Alinga Street,149.1302697,-35.2789078,470,21
Temporada,Canberra,Food and drinks,"Temporada is a casual restaurant and bar on the fringe of Canberra’s CBD.
Our menu is fresh, seasonal and focused around the charcoal grill, boasting produce from local farmers and suppliers.
Our wine list is concise and dynamic, featuring wines from some of the finest boutique winemakers.",15 Moore St,149.1277665,-35.2761886,1980,44
Terra,City,Food and drinks,"Smoked meats, Big steaks, salads, sides","Shop G2 no name lane, 40 marcus clarke st",149.1270195,-35.2785395,1730,82
TG-ONE Groceries,Braddon,Food and drinks,Community convenience grocery store inherits the spirit of good quality and good service purpose to bring better service to the surrounding residents,G10/45 Ainslie Avenue,149.1359974,-35.2787607,6410,187
Thai Ayutthaya Restaurant,Belconnen,Food and drinks,Authentic Thai food with lakes view,U 2 84 Emu Bank,149.0717572,-35.2376708,860,29
Thai Chiang Rai Belconnen,Belconnen,Food and drinks,"Thai Chiang Rai Belconnen Serving Canberrans and Visitors since 2000
Great Food, Great Views, Great Atmosphere, Great Service Always",102 Emu Bank,149.0709726,-35.2367308,2870,71
Thai Chiang rai Kingston,Kingston,Food and drinks,"Named after Chiang Rai - a region in Northern Thailand. Thai Chiang Rai has consistently offered authentic and sometimes unique dishes that have impressed enough to see it win awards for Thai cooking in the ACT on a number of occasions.
",48 Giles st,149.1406865,-35.3154921,850,30
Thai House Restaurant,Weston,Food and drinks,Authentic Thai Cuisine,22-23/14 Brierly Street,149.052533,-35.342145,680,21
That Gelato Place,Weston Creek,Food and drinks,"Located outside the Southern entrance to Cooleman Court. We have over 100 flavours of gelato to take home and 42 available to try. Gelato Cakes, take home tubs and a variety of cones including Gluten free waffle.","Cooleman Court, Shop 10, 26 Brierly Street",149.0526436,-35.3412617,400,20
the allergy centre,Canberra,Retail,"We are a family owned and run health food store, specialising in specific dietary friendly products such as gluten free, dairy free, grain free, FOD friendly, Sugar free, Low carb, Keto , Vegan.
We pride ourselves on our customer service and extensive product variety.",shop 2 jamison centre bowman street macquaire,149.0714774,-35.2527749,2750,76
The Bank Indoor Skate Park,Fyshwick,Things to do,"We are Canberra's very own indoor skate park, We are also one of the largest dedicated scooter shops in the country. So for a ride or a new ride come see the team at The Bank.",3/86 Townsville St,149.1836643,-35.3313687,1120,23
"The Barracks, Lanyon Homestead",Tuggeranong,Food and drinks,"30 minutes from the centre of Canberra, and 15 minutes from Tuggeranong, The Barracks, Lanyon Homestead offers an authentic rural setting. Overlooking the grazing paddocks of Tharwa, the Murrumbidgee River and the Brindabellas. Away from the noise of the city, but still close to home
",Tharwa Dr,149.091038,-35.473211,10,1
The Basement Canberra,Belconnen,Food and drinks,"Chompy's makes some of the tastiest burgers in Canberra. We offer an excellent range of burgers to suit all dietary requirements including carnivore, pescatarian, vegan, vegetarian and gluten free. You can be assured our generous portions mean you won't leave Chompy's hungry.",2 Cohen Street,149.0591805,-35.2403715,170,8
The Battery Factory,Fyshwick,Retail,"We are a Battery Retail store, operating in Canberra from last 40 years. We sale almost all type of batteries including Automotive, Marine, Deepcycle etc.",141 Newcastle Street,149.1755694,-35.3273611,50,1
The Book Cow,Kingston,Retail,"We are Canberra's newest independent, local bookshop open in the heart of Kingston opposite Green Square.

We are family run and sell ""pages for all ages"" - new books for kids, adults and teenagers from the latest releases, to poetry, local authors, the classics and everything in between.",47 Jardine Street,149.142359,-35.3157693,1340,41
The coffee club belconnen,Belconnen,Food and drinks,Lovely cafe to meet up with your friends.,WESTFIELD SHOPPINGTOWN SHOP K 20 BENJAMIN WAY,149.0650422,-35.2380765,530,30
The coffee club Canberra Outlet Centre,Fyshwick,Food and drinks,Great service excellent coffee and good food,T530 337 Canberra avenue,149.1786185,-35.3375099,180,12
The coffee club gungahlin,Gungahlin,Food and drinks,Cafe,"Shop21, 33 Hibberson street",149.1335369,-35.1854481,260,11
The coffee club Majura Park,Majura,Food and drinks,"The Coffee Club celebrates almost three decades of really good food, great service and excellent coffee.",18 Spitfire Avenue,149.1897653,-35.2992838,500,29
The coffee club Tuggernnong,Greenway,Food and drinks,"Our mission and philosophy is simple, at The Coffee Club we want to provide: Good Food, Great Service and Excellent Coffee, in welcoming, relaxing surrounds, a place to enrich contemporary lifestyles, and most of all, to be the natural response to “Where will I meet you?”","Shop K609, Anketell Street",149.0665317,-35.4167822,660,29
The Coffee Club Woden,Woden,Food and drinks,Cafe,Shop34 westfield Woden,149.0860576,-35.3463199,570,25
The Coffee Grounds UC,Bruce,Food and drinks,The most popular cafe destination,Shop 10 Telita Street,149.0823941,-35.2390156,100,2
The Creamery&co,Gungahlin,Food and drinks,Specialty coffee shop and fresh baked deserts,"Shop H34, The marketplace gungahlin",149.1347762,-35.1846599,280,20
The Curatoreum,Parkes,Retail,"THE CURATOREUM
Curated Objects, Thoughtful Gifts  & Fine Publications
The Curatoreum is an independent bookshop. We have two stores in Canberra, at the National Arboretum and the National Portrait Gallery","National Portrait Gallery, King Edward Terrace",149.1338349,-35.2998693,2100,54
The Dock Kingston,Kingston,Food and drinks,"The Dock is one of Canberra's most loved Sport & Entertainment Pubs.
With a waterfront location in the heart of the Kingston Foreshore precinct, our Beer garden is the perfect spot to catch up with family & friends and enjoy a Summer's day.
",7/81 Giles Street,149.1464197,-35.3123839,890,28
The Durham Castle Arms,Kingston,Food and drinks,"Situated in Canberra's oldest commercial hub, Green Square Kingston ACT, the Durham Castle Arms Pub has proudly supported the local community for over a quarter of a century

Purveyors of the finest draught beer, wine & liquor, we pride ourselves on delivering the most definitive pub experience.",52-54 Jardine St,149.1413808,-35.3157956,600,20
The Duxton O'Connor,O'Connor,Food and drinks,"Bursting with rustic character, The Duxton is your local institute to bring any occasion to life.",Shop 5/1 Sargood Street,149.1222852,-35.2643196,540,21
The Food Forum,Belconnen,Retail,"We are a locally owned, family run business. With over 60 years experience in the food industry, from farming to retail, we know a bit about good produce. We pride ourselves on sourcing only the best quality seasonal produce from the finest growers and producers our nation has to offer.","Westfield Shopping Centre, Unit MM07, Benjamin Way",149.0650422,-35.2380765,10560,414
The Front,Lyneham,Food and drinks,"Cozy cafe serving up specialty coffee, tasty brunch, local art and host to amazing CBR musicians and talent.",1 Wattle Place,149.1247613,-35.2521562,470,29
The Goods Wholefoods,Canberra,Food and drinks,"Cafe and salad bar, serving fresh and seasonal food and drinks Mon-Fri. Come and see us for delicious breakfast bowls, loaded avo toasts, wholesome make your own salads, delicious coffee and smoothies. We live by GOOD FOOD FOR GOOD LIFE and believe in the power of food to elevate health and mood.","Shop G9, 40 Marcus Clarke Street",149.1269143,-35.2784724,130,12
The Green House Coffee,Canberra,Food and drinks,"Green House Coffee is focusing on working with local businesses and suppliers to bring specialty ONA coffee, food and service to the heart of Canberra.","Shop DF35, Canberra Centre, 148 Bunda St",149.1332559,-35.2802271,480,30
The Healthy Eating Clinic - Harrison,Harrison,Personal care,"Canberra's premier collective of university qualified nutritionists and dietitians who provide individualised nutrition advice, guidance and support for a range of health issues and concerns.",83/170 Flemington Road,149.1496824,-35.2005917,120,3
The Highball Express,Canberra,Food and drinks,"The Highball Express is your private oasis in the heart of the city. With a laid-back tropical feel, streams of natural sunlight and a big, breezy balcony this venue is the perfect backdrop for a night of fun, frivolity and first-class service.","82 Alinga Street, Access via Odgers Lane",149.1286793,-35.2785377,710,23
The Hospitality Shop,Canberra,Retail,"The Hospitality Shop is a family owned business that sell both retail kitchenware products and commercial products. With 10 years of experience and a product range of over 8000 lines we have something for everyone. We specialise in knives, cookware, coffee and barware and also offer knife sharpening","Shop 5, 21 Genge Street",149.13197,-35.27704,2380,64
The Hungry Buddha,Belconnen,Food and drinks,"'From the Himalayan range to the plains and jungles of the Terai, Nepal is a land of contrasts. The country consists of many different ethnic groups, each with their own food specialties. Then there are cultural influences from India in the south and Tibet to the north.",8/8 Luxton St,149.0596926,-35.2365416,900,23
The Italian Place Enoteca,Braddon,Food and drinks,"The Italian Place Enoteca is a genuine taste of traditional Italian hospitality in Mort Street. Flavour packed dishes, driven by seasonal produce and executed with the native simplicity of real Italian food. Join us for Aperitivo or a glass of Prosecco and stay for a meal you won't forget!",44/38 Mort Street,149.131755,-35.2729249,3180,90
The Knox Made in Watson,Watson,Food and drinks,The Knox is a local 'hub' for Families and Friends to relax and enjoy excellent food & beverage. We are passionate about great local produce and coffee and we have a strong focus on connecting and working with local suppliers and businesses.,Shop 1/13 Watson Place,149.1536072,-35.2388065,2300,113
The Markets Wanniassa,Wanniassa,Retail,"We are a family owned and operated handmade business stocking over 100 Australian owned small businesses. We have over 60 local Canberra handmade businesses, loads of interstate suppliers in store as well as loads of craft supplies, specialising in yarn. Open 7 days a week in December",Shop 15 12 Sangster Place,149.0854916,-35.3913181,3970,106
The Mawson Club,Mawson,Food and drinks,"The Mawson Club is a not for profit, family and community focused Club that is proudly part of the Raiders group of clubs across the ACT and NSW.

The Club’s staff take great pride in providing excellent customer service and will go out of their way to make each visit a memorable experience.",10 HEARD ST,149.0955989,-35.3659994,550,30
The Muesli Bar,Fyshwick,Retail,Manufactures muesli and granola fresh each week using as many locally sourced ingredients as possible. Caters for all dietary requirements and tastes.,5/64 Wollongong Street,149.180144,-35.3242312,60,4
The Mustang Nepalese Restaurant & Bar,Farrer,Food and drinks,"Established in 2017 and tucked away in a quite southern suburb of Canberra, The Mustang is quickly becoming a place to dine,from authentic Nepalese dishes such as Thali Set (Daal-Bhat), MO:MO:s (Nepalese Dumplings), Chicken Chilli, Chicken Choila etc",4 Farrer Pl,149.1016081,-35.3755493,910,22
The Old Canberra Inn,Lyneham,Food and drinks,"A living piece of Australian history built in 1857 now a family friendly pub with great live music, fresh food sourced locally and rotating craft beer.",195 Mouat Street,149.1261966,-35.2438597,620,35
The Outdoor Table,Rivett,Retail,"An online store selling all things outdoor living. Think family friendly homewares for outdoor dining - unbreakable tableware and serving ware, decorator items such as lanterns and candles plus a range of picnic rugs & folding picnic tables. Don't forget to check out the Australian made section.",Online,149.038,-35.348,530,12
The Plastic Free Shop,Fyshwick,Retail,"Beauty On Tap! With dozens of local & Australian brands to choose from, The Plastic Free Shop is a zero waste, bulk store, where you can bring your own bottles to fill up with a range of personal care products like shampoo, conditioner, body wash, face cleanser, moisturiser and more!","Shop 29, Niche Markets, 36 Mildura Ave",149.1562665,-35.3237154,450,14
The Public Place @ chisholm,Chisholm,Food and drinks,"Public Place Café offers a full breakfast and lunch menu that's available all day, we also have inhouse made pies which have just been voted in the top 5 in Canberra. Great coffee, fresh juices and specialty shakes, huge selection of cakes
lots of Gluten free and vegan options.",unit 3 42 halley street,149.1283047,-35.4138506,140,8
The Scholar Chinese Seafood Restaurant,Dickson,Food and drinks,The best Yumcha and live seafood Chinese restaurant at Canberra.,23 WOOLLEY ST,149.1364072,-35.2504443,7650,230
The Source Bulk Foods Belconnen,Belconnen,Retail,"Come and try waste free pantry shopping! With over 300 items in store we've got your pantry staples, nuts, chocolates, confectionary, and snacks covered. We also have a full range of personal and household cleaning products. Bring your own containers or use our paper bags. Go plastic free!",Shop 34 Westfield Belconnen,149.0650422,-35.2380765,2900,118
The Source Bulk Foods Dickson,Dickson,Retail,"Zero waste pantry shopping. Bring in your own containers or use our brown paper bags. We stock all your pantry essentials plus a full range of household and personal cleaning products, confectionary and zero waste essentials.",Shop 7/30 Dickson Place,149.1397664,-35.2506133,1390,59
The Stitching Room,Phillip,Retail,"Join us at the Stitching Room for a range of sewing, knitting and embroidery classes in our beautiful custom built space. Day and evening class times available.

We also stock a beautiful hand selected range of fabrics, yarn and haberdashery for all your stitching needs.",53 Colbee Court,149.0890863,-35.3524366,900,28
The Street Theatre,Canberra,Things to do,"The Street Theatre is the Canberra region’s leading theatre company, creative producer and go to place for live performance - new theatre, music, and comedy. Located in Canberra’s cultural City West, here you’ll find something for everyone, from renown musicians to never before seen plays.",15 Childers Street,149.1239742,-35.2785758,270,9
The tongdak,Gungahlin,Food and drinks,"Korean fried chicken and cuisine
12-3pm Lunch special $15",Shop23a the marketplace,149.1347762,-35.1846599,2380,97
The Verandah,O'Connor,Food and drinks,,,149.1061424,-35.25742799,80,3
The Warehouse Roast Tap Brew,Kingston,Food and drinks,"The Warehouse - Roast, Tap, Brew's philosophy is coffee in the morning, beer in the evening. It operates as an Espresso Bar Monday thru Saturday mornings & a Taproom & Wine Bar Friday thru Sunday afternoon & evenings. It is also home to Axis Roasters.",LG02/9 The Causeway,O�Connor ACT 2602,-35.3168171,40,3
Thirty8 Espresso,Kingston,Food and drinks,"38 Espresso is a Kingston Foreshore original - est. 2013 and still standing! We take pride in serving Canberra-roasted coffee from Axis Roasters, alongside your favourite cafe classics. Whether you're a Southside local or passing by, join us for a waterside drink, meal, or yarn. All dogs welcome","2 Trevillian Quay, Unit 4",149.1459653,-35.3116208,130,8
Thorson Photography,Ainslie,Things to do,"Weddings, families, babies and butts",13b Edgar St,149.1451992,-35.2618722,150,3
Timber and Tailor Shop,Braddon,Retail,"Timber and Tailor is a curated design store focused on Australian Designers of largely small batch hand made goods. These include modern timber furniture, ceramics, contemporary jewellery, art, books, stationery and a range for littlies. We have many products from the local region.","Unit 67, 30 Lonsdale St",149.1332646,-35.2718822,150,3
Timmy's Kitchen,Griffith,Food and drinks,Chinese and Malaysian cuisine in Manuka has never tasted better!,Unit 1 'Manuka Village' 18-26 Furneaux St,149.1318423,-35.3199218,1210,47
Tip Toe Nail Salon,Dickson,Personal care,"We are Tip Toe Nail Salon team.
We are here and waitng for you to come and get the nails done!",shop 1/4 20 Dickson Place,149.1390244,-35.2505063,70,4
TJM Canberra,Fyshwick,Retail,"TJM Canberra is a family owned business that has a passion for all things 4wd's. We specialise in work, play and touring. We sell products that enhances your vehicle performance and utilises all aspects of it’s capabilities. Drop in and talk all things 4wds with us.",26 Pirie Street,149.1708783,-35.3254902,1090,23
To All My Friends,Cook,Food and drinks,"Craft Beer & Pizza!

Family Friendly!!

Arguably the best tap list, most delicious pizza and friendliest staff in all the ACT!!!",24 Cook Place,149.0634528,-35.2591213,480,17
Token Arcade and Kitchen,City,Food and drinks,"Retro Arcades, Pinball, Huge Burgers, Soul Food, Craft Beers & Cocktails.
Dine and drink inside or in our semi covered beer garden facing onto Northbourne Avenue or our brand new deck in Verity Lane.",34 Nortbourne Avenue,149.1300092,-35.2809368,370,19
Tokyo canteen,Kingston,Food and drinks,"Japanese inspired cafe offering Breakfast,Lunch, and Dinner(Ramen night)
",shop 4 34 Eyre,149.1424256,-35.3163767,410,17
Toms Superfruits,Belconnen,Retail,Toms is a family owned and operated fruit and vegetable retailer providing customers with quality produce and a friendly shopping experience since 1997. Toms stocks a wide range of local and international groceries including plant based and gluten free ranges.,Shops 9/12 Belconnen Markets Lathlain Street,149.0653763,-35.2459699,230,8
Top Class Spicy Hot Pot,Canberra,Food and drinks,We serve spicy hot pot close to ANU campus,4/26 Rimmer Street,149.1252731,-35.2760537,1550,67
Top Cyber Cafe,Turner,Retail,"internet cafe, gaming center . provider computers and fast internet for games and surfing internet",Lv1/17 barry drive,149.1266451,-35.275172,580,14
Top Goods,Dickson,Retail,Healthy Food,Unit 2，29 Badham Street,149.1376416,-35.2501611,2900,75
Toyworld Fyshwick & Toyworld Belconnen,Fyshwick,Retail,Toyworld Canberra is where the Best Toys & Hobbies come from. Located in Fyshwick & Belconnen we are a Toy & Hobby Specialist store with all the big brands and expert staff to support your needs. Our Multiple Award winning LEGO Shop is Amazing.,5 Barrier St Fyshwick,149.1757916,-35.331396,12140,302
Trecento Restaurant,Manuka,Food and drinks,"Trecento, a pizzeria, restaurant & bar serving up Neapolitan-style pizza using a 300-year-old Italian recipe, together with modern interpretations of regional Italian dishes . We are Canberra’s first authentic Neapolitan pizzeria.

The restaurant is nestled in the heart of Manuka.",Shop 33/18 Flinders Way,149.1341946,-35.3210247,630,17
TREVS @ Dickson,Dickson,Food and drinks,"Trevs @dickson the local gem serving brekky, lunch and dinner and the #trevstastecollective.
",5/20 Challis st,149.1357955,-35.249827,1120,33
Trilogy Skateboards,Braddon,Retail,"Trilogy Skateboards is a local family owned business and the only skateboard store for Canberra and the surrounding region. We stock the biggest range of skateboards and accessories, from beginner to professional. Our store is also now online so you can browse from home. Come visit us in Braddon!",G16/27 Lonsdale Street,149.1326769,-35.2717829,5620,122
Trove Canberra,Dickson,Retail,"We are a co-operative of local Canberra-region artists and designers. Our shop in the inner north suburb of Dickson features beautiful, quality locally-handmade products. We're passionate about supporting small-scale local makers and 100% of sales go to the makers themselves.","Shop G4A, 25 Dickson Place",149.1392721,-35.2502635,640,26
Truefitt & Hill,Canberra,Retail,"Established in 1805, Truefitt & Hill St. James’s, London has for over 200 years provided discerning gentlemen with the finest in products and services.

The ‘Oldest Barbershop in the World’ is now in Canberra, its first in Australia, where you can enjoy our full range of services and products.
",4B/21 Genge St,149.1320034,-35.2770273,3640,77
Tuggeranong Therapeutic Massage,Fadden,Personal care,We have provided quality massage services from accredited practitioners at Fadden shops since 1999. Our massage therapists undertake a comprehensive history and assessment to establish a tailored treatment plan that achieves your health goals.,"Unit 4, 2 Hanlon Crescent",149.118503,-35.404925,1850,37
